Unnamed: 0,_id,date,bug,__,ns,nd,nf,entrophy,la,ld,lt,fix,ndev,age,nuc,exp,rexp,sexp
0,286bfd820f0116a0b012ac9446d7ce4156c24d0c,1451580138,0,0,1,1,1,0.0,1,0,293,0,8,52.873784722222226,14,880,407.50360106055535,49
1,2605168713139277fafa809f9fe0f98f4715f117,1451584226,0,0,3,4,17,1.3058763013256618,418,181,2663,0,42,306.1228029684096,263,5955,1069.8941600379594,662
2,7b7f41d109a227686feeebdbe79a036a90d9a626,1451676335,0,0,1,1,1,0.0,1,0,214,1,5,157.41099537037036,22,524,125.75830780396042,6
3,a74bb5aaa92bd427f3dd13ec840a9a52b9f31e8e,1451736065,0,0,1,1,1,0.0,78,46,183,1,4,15.974467592592593,4,525,126.0487863722907,109
4,41a7308273fbebe94a93e7842c4105aef10a0c5a,1452007350,0,0,1,1,1,0.0,25,8,128,0,2,26.88868055555556,5,1,1.0,1
5,82361ef02451e16234c22ab56bd70079fc993c2c,1452011424,1,1,1,2,3,0.618003859767427,18,16,657,0,4,14.48871141975309,47,1188,778.1786608273745,405
6,c0a5aeb28ef6283ebd18e9b9d4bd8d167d3e4dea,1452011646,0,0,1,2,3,1.1047909373235627,25,1,831,0,2,12.224378858024693,29,1191,781.1693636742777,405
7,1b3d9536eb3911dadd6f3a94480f5a344014fc6b,1452011765,1,1,1,2,11,2.8225591418310123,758,92,2925,0,2,21.798254419191924,51,1202,792.1602702447211,405
8,65b73323a90b6f710b478fe61e95c3395093853e,1452017181,0,0,1,1,1,0.0,10,7,208,0,3,16.075486111111108,10,1203,792.1202448670599,405
9,4da21baa808fd0d1adb14f8b18693dffbfffe45a,1452017735,0,0,1,2,4,1.950212064914747,4,3,1399,0,4,14.42206886574074,39,1207,796.0141209546588,405
10,8daa7ab22df5c5367d12806eb1b8f2b8287ec1d1,1452018195,0,0,1,1,1,0.0,1,1,476,0,2,6.995798611111112,20,1208,796.9057520934889,405
11,10e68e650044f7b749a5ccbe9c4032b7950f5835,1452019354,0,0,1,2,6,2.4795738784873698,122,23,1381,0,10,326.5227642746913,88,16391,724.6468696852821,92
12,08343f7dab9e695ec5a557f15afb927b892058c7,1452024746,0,0,1,1,3,0.8166890883150209,10,2,487,0,2,10.250925925925927,18,1211,798.336652999516,405
13,5132ea2b6194aff6d65391e50972c8f481d4e46a,1452025314,0,0,2,2,2,0.6500224216483541,9,3,311,1,10,114.09053819444445,55,82,16.185982952308308,14
14,f4a06114cc019e1d459ea89c0597361a97c11ed5,1452033492,0,0,2,2,2,0.9994110647387552,16,19,338,0,9,52.163402777777776,59,527,25.588744869782015,6
15,b0d9bad665641f225fd34847f323004e7ad4badc,1452092392,0,0,1,3,3,1.5499464238391123,41,23,222,0,2,8.775717592592592,10,1214,789.1024857191825,405
