Unnamed: 0,_id,date,bug,__,ns,nd,nf,entrophy,la,ld,lt,fix,ndev,age,nuc,exp,rexp,sexp
0,8951b628faefdb45eb6dc87186d02397e02b68f6,1420046511,0,0,1,1,1,0.0,2,2,1098,0,57,12.770682870370369,211,307,15.585163407437902,105
1,645d9e9632e061b26b2312d144a26fe8dc75cd1c,1420144596,0,0,1,1,1,0.0,3,2,565,0,15,28.30378472222223,58,18788,706.7676466174119,2607
2,032619e11565743b0e607b2ad18db56cd7bd1e45,1420144601,0,0,1,1,1,0.0,1,2,238,0,11,132.59909722222218,20,18789,707.7674177196424,2607
3,05b5f4bc16142a1e0bf6b30a8e0cefeab0c3f47b,1420144604,1,1,1,3,5,1.5673302946724643,16,20,3652,0,35,26.99647685185185,654,18794,712.7672456650738,2607
4,9a2701c1c3c7c805335fb2c1a1dfd1e712e4db6b,1420144608,0,0,1,2,3,1.1488348542809168,27,29,1234,0,23,65.01614583333334,161,18797,715.7667847979402,2607
5,cb3f52004736eec34edb66ded409a80c47aefbe4,1420192546,0,0,1,1,4,1.0674292649030401,251,4,5839,0,16,241.4490625,50,1472,61.385647869220506,266
6,5dd202c5a53043b3500456b8366a0e826bd2cebb,1420197074,0,0,1,1,2,0.5435644431995964,7,1,513,0,18,37.51737847222222,55,1441,9.225316258385973,74
7,26b0ff7bad4c78edf4845fa4bf416bc17502da13,1420201148,0,0,1,1,1,0.0,1,1,177,0,90,39.84270833333333,295,17581,967.3205482438514,1249
8,21b379da4fbe878b508594e6d4faf1b0572b52fd,1420204547,0,0,1,1,1,0.0,0,16,525,1,13,133.28416666666666,15,773,79.7507648398479,444
9,cd407e1bc616bb98eef83d2b5c64513507ed1ef5,1420207090,0,0,1,1,1,0.0,1,1,122,0,6,134.00472222222223,7,5287,496.18918345631624,1546
10,2b5fb185627f8adfb6c5b3d62990a58429bf4ea7,1420207606,1,1,2,5,9,2.1878937095425424,153,7,4586,0,43,148.8656121399177,522,17590,976.149342439492,2023
11,96178192c451a5e26e30e14a619b96aacd16c29b,1420209071,0,0,2,3,3,1.5537631144722457,16,5,7167,0,45,42.42766203703704,351,9,3.3698625051917017,8
12,6d3558b4492027f54e6dab702c115a251eb9e9d0,1420215901,0,0,1,8,7,2.7590888196457595,32,17,6448,0,14,21.60763888888889,106,5295,503.9966762742066,968
13,9b869cfb01556ee361bd8f66b1a1f6bc40134cb7,1420215924,0,0,1,5,5,2.3219280948873617,4,1,6077,0,14,0.8359837962962963,80,5300,508.994069248781,968
14,86ca4de8a257611d5811a1cbf9c8b5c9336188e9,1420217417,0,0,1,1,2,0.9978211842997324,91,91,1914,0,10,134.1242476851852,40,5302,510.74253619994965,1546
15,2056538feab7739689742de4efe370b35864bc9a,1420229443,0,0,2,10,17,3.3990501773802455,71,89,28445,0,84,30.689814133986925,2140,18814,724.3456739955119,2939
16,b9b12af83f121cdbc9bb1d3067bfb9e4ba923088,1420229450,0,0,1,9,16,2.6554746445209663,69,85,22502,0,72,10.78687572337963,1976,18830,740.3436576223563,2607
17,545338b21cd4d96c1b7ea9cc5c647f9a9155a53b,1420229455,0,0,1,1,2,0.6840384356390417,5,6,347,0,11,82.89392939814816,71,18832,742.3412916531149,2607
18,3d11162fba96fb59593108c336a152920ddcf912,1420229461,1,1,1,2,4,1.5058918259635499,22,30,2817,0,23,26.78712094907407,421,18836,746.3383139388221,2607
19,1443b0566ed4528ff96d0e40b66ed030f796286b,1420229466,0,0,1,2,3,1.3709505944546687,9,1,2713,0,21,17.756342592592596,536,18839,749.3356013301942,2607
20,46e028bb45fcaf8a08f2d0824757de359730cecc,1420229472,0,0,1,1,1,0.0,0,1,812,0,15,133.58140046296296,41,18840,750.3321382619004,2607
